us_state,county,year_end,days_with_aqi,good_days,moderate_days,unhealthy_sensitive_days,unhealthy_days,very_unhealthy_days,hazardous_days,poverty_estimate,poverty_percentage
OK,Sequoyah,12/31/2019,361,325,36,0,0,0,0,"8,864",21.6
OK,Tulsa,12/31/2019,365,256,108,1,0,0,0,"91,457",14.3
OR,Baker,12/31/2019,360,328,32,0,0,0,0,"2,139",13.6
OR,Benton,12/31/2019,365,332,33,0,0,0,0,"14,418",16.5
OR,Clackamas,12/31/2019,225,217,7,1,0,0,0,"29,818",7.2
OR,Columbia,12/31/2019,363,355,8,0,0,0,0,"4,444",8.6
OR,Coos,12/31/2019,107,106,1,0,0,0,0,"9,867",15.6
OR,Crook,12/31/2019,365,296,68,1,0,0,0,"2,627",10.9
OR,Deschutes,12/31/2019,365,341,19,4,1,0,0,"18,047",9.2
OR,Douglas,12/31/2019,347,288,59,0,0,0,0,"12,949",11.8
OR,Grant,12/31/2019,349,255,93,1,0,0,0,"1,088",15.3
OR,Harney,12/31/2019,364,264,95,5,0,0,0,"1,031",14.2
OR,Jackson,12/31/2019,365,295,63,3,4,0,0,"29,613",13.6
OR,Jefferson,12/31/2019,365,291,72,2,0,0,0,"3,546",15.0
OR,Josephine,12/31/2019,365,283,77,3,2,0,0,"13,663",15.9
OR,Klamath,12/31/2019,365,261,98,6,0,0,0,"11,225",16.7
OR,Lake,12/31/2019,363,311,51,1,0,0,0,"1,259",17.0
OR,Lane,12/31/2019,365,254,103,8,0,0,0,"52,146",13.9
OR,Linn,12/31/2019,365,280,83,2,0,0,0,"16,161",12.6
OR,Marion,12/31/2019,356,302,54,0,0,0,0,"41,154",12.2
OR,Multnomah,12/31/2019,365,321,44,0,0,0,0,"95,902",12.0
OR,Umatilla,12/31/2019,365,296,68,1,0,0,0,"10,260",13.9
OR,Union,12/31/2019,365,344,21,0,0,0,0,"3,513",13.6
OR,Wallowa,12/31/2019,363,333,29,1,0,0,0,875,12.3
OR,Wasco,12/31/2019,350,298,52,0,0,0,0,"3,174",12.2
OR,Washington,12/31/2019,365,310,54,1,0,0,0,"48,575",8.2
PA,Adams,12/31/2019,365,288,77,0,0,0,0,"7,548",7.6
PA,Allegheny,12/31/2019,365,138,212,11,4,0,0,"127,238",10.8
PA,Armstrong,12/31/2019,365,323,42,0,0,0,0,"7,076",11.1
PA,Beaver,12/31/2019,365,248,116,1,0,0,0,"18,879",11.7
PA,Berks,12/31/2019,365,279,80,5,1,0,0,"41,916",10.2
PA,Blair,12/31/2019,354,281,73,0,0,0,0,"17,657",14.9
PA,Bradford,12/31/2019,352,314,38,0,0,0,0,"8,527",14.3
PA,Bucks,12/31/2019,357,318,36,3,0,0,0,"35,075",5.7
PA,Cambria,12/31/2019,365,296,69,0,0,0,0,"18,583",14.9
PA,Centre,12/31/2019,365,267,98,0,0,0,0,"22,610",15.9
PA,Chester,12/31/2019,364,266,96,2,0,0,0,"30,184",5.9
PA,Clearfield,12/31/2019,359,357,2,0,0,0,0,"10,064",13.7
PA,Cumberland,12/31/2019,365,268,92,5,0,0,0,"17,269",7.2
PA,Dauphin,12/31/2019,365,286,75,3,1,0,0,"30,942",11.3
PA,Delaware,12/31/2019,365,240,118,7,0,0,0,"54,091",9.9
PA,Elk,12/31/2019,357,345,12,0,0,0,0,"2,902",9.8
PA,Erie,12/31/2019,364,322,42,0,0,0,0,"42,666",16.6
PA,Fayette,12/31/2019,360,313,47,0,0,0,0,"21,995",17.5
PA,Franklin,12/31/2019,341,324,17,0,0,0,0,"12,313",8.1
PA,Greene,12/31/2019,349,329,20,0,0,0,0,"4,708",14.2
PA,Indiana,12/31/2019,364,337,27,0,0,0,0,"11,048",14.0
PA,Lackawanna,12/31/2019,365,333,32,0,0,0,0,"28,812",14.2
PA,Lancaster,12/31/2019,365,238,117,9,1,0,0,"55,968",10.5
PA,Lawrence,12/31/2019,361,356,5,0,0,0,0,"10,271",12.3
PA,Lebanon,12/31/2019,360,278,78,4,0,0,0,"14,381",10.4
PA,Lehigh,12/31/2019,360,293,64,3,0,0,0,"41,397",11.5
PA,Luzerne,12/31/2019,361,350,11,0,0,0,0,"46,326",15.2
PA,Lycoming,12/31/2019,361,340,21,0,0,0,0,"14,642",13.6
PA,Mercer,12/31/2019,365,290,75,0,0,0,0,"13,469",13.1
PA,Monroe,12/31/2019,349,340,9,0,0,0,0,"20,201",12.2
PA,Montgomery,12/31/2019,362,302,59,1,0,0,0,"48,819",6.0
PA,Northampton,12/31/2019,363,286,74,3,0,0,0,"23,228",7.9
PA,Philadelphia,12/31/2019,365,244,115,6,0,0,0,"352,748",23.0
PA,Somerset,12/31/2019,359,340,19,0,0,0,0,"8,552",12.5
PA,Susquehanna,12/31/2019,352,328,24,0,0,0,0,"4,507",11.3
PA,Tioga,12/31/2019,361,342,19,0,0,0,0,"5,254",13.4
PA,Warren,12/31/2019,365,357,6,2,0,0,0,"5,153",13.5
PA,Washington,12/31/2019,365,252,113,0,0,0,0,"19,860",9.9
PA,Westmoreland,12/31/2019,354,319,35,0,0,0,0,"35,870",10.5
PA,Wyoming,12/31/2019,27,19,8,0,0,0,0,"2,573",9.9
PA,York,12/31/2019,365,299,66,0,0,0,0,"40,477",9.2
PR,Adjuntas,12/31/2019,117,108,9,0,0,0,0,,
PR,Bayamon,12/31/2019,305,288,17,0,0,0,0,,
PR,Caguas,12/31/2019,354,334,16,4,0,0,0,,
PR,Catano,12/31/2019,348,231,106,10,1,0,0,,
PR,Fajardo,12/31/2019,119,104,15,0,0,0,0,,
PR,Guayama,12/31/2019,224,220,4,0,0,0,0,,
PR,Guaynabo,12/31/2019,362,325,33,4,0,0,0,,
PR,Mayagnez,12/31/2019,202,159,43,0,0,0,0,,
PR,Ponce,12/31/2019,351,247,98,6,0,0,0,,
PR,San Juan,12/31/2019,277,277,0,0,0,0,0,,
RI,Kent,12/31/2019,351,328,23,0,0,0,0,"13,152",8.1
RI,Providence,12/31/2019,365,298,67,0,0,0,0,"85,644",14.0
RI,Washington,12/31/2019,352,322,28,2,0,0,0,"9,524",8.0
SC,Aiken,12/31/2019,265,230,35,0,0,0,0,"21,071",12.5
SC,Anderson,12/31/2019,225,175,49,1,0,0,0,"25,717",12.9
SC,Berkeley,12/31/2019,216,189,27,0,0,0,0,"23,953",10.7
SC,Charleston,12/31/2019,357,305,51,1,0,0,0,"46,853",11.7
SC,Chesterfield,12/31/2019,364,281,83,0,0,0,0,"8,937",19.9
SC,Colleton,12/31/2019,7,7,0,0,0,0,0,"7,823",21.0
SC,Darlington,12/31/2019,282,227,55,0,0,0,0,"12,767",19.6
SC,Edgefield,12/31/2019,365,299,66,0,0,0,0,"3,839",15.7
SC,Florence,12/31/2019,361,323,38,0,0,0,0,"22,950",17.0
SC,Georgetown,12/31/2019,92,91,1,0,0,0,0,"10,842",17.5
SC,Greenville,12/31/2019,365,237,127,1,0,0,0,"54,815",10.7
SC,Horry,12/31/2019,261,205,56,0,0,0,0,"44,197",12.7
SC,Lexington,12/31/2019,365,309,56,0,0,0,0,"35,210",11.9
SC,Oconee,12/31/2019,365,308,56,1,0,0,0,"10,268",13.1
SC,Pickens,12/31/2019,251,175,76,0,0,0,0,"18,055",15.3
SC,Richland,12/31/2019,365,282,81,2,0,0,0,"62,567",16.2
SC,Spartanburg,12/31/2019,357,249,106,2,0,0,0,"40,129",12.9
SC,York,12/31/2019,365,262,95,8,0,0,0,"23,679",8.6
SD,Brookings,12/31/2019,365,284,76,5,0,0,0,"3,767",11.9
SD,Brown,12/31/2019,122,112,10,0,0,0,0,"3,526",9.4
SD,Codington,12/31/2019,361,325,36,0,0,0,0,"2,691",9.7
SD,Custer,12/31/2019,362,355,7,0,0,0,0,834,9.6
SD,Hughes,12/31/2019,356,350,6,0,0,0,0,"1,491",8.9
SD,Jackson,12/31/2019,365,349,16,0,0,0,0,988,29.9
SD,Meade,12/31/2019,365,358,7,0,0,0,0,"2,400",8.7
SD,Minnehaha,12/31/2019,365,321,43,1,0,0,0,"16,209",8.7
SD,Pennington,12/31/2019,361,278,79,4,0,0,0,"13,383",12.0
SD,Union,12/31/2019,364,327,37,0,0,0,0,999,6.3
TN,Anderson,12/31/2019,365,308,55,2,0,0,0,"11,559",15.3
TN,Blount,12/31/2019,365,305,59,1,0,0,0,"13,649",10.5
TN,Claiborne,12/31/2019,346,325,21,0,0,0,0,"6,021",19.7
TN,Davidson,12/31/2019,365,248,116,1,0,0,0,"84,547",12.6
TN,DeKalb,12/31/2019,363,335,28,0,0,0,0,"3,624",18.0
TN,Dyer,12/31/2019,360,341,19,0,0,0,0,"6,298",17.3
TN,Hamilton,12/31/2019,365,243,122,0,0,0,0,"45,523",12.7
TN,Jefferson,12/31/2019,234,197,37,0,0,0,0,"6,622",12.5
TN,Knox,12/31/2019,364,269,95,0,0,0,0,"61,334",13.4
TN,Lawrence,12/31/2019,330,306,24,0,0,0,0,"7,250",16.7
TN,Loudon,12/31/2019,365,313,52,0,0,0,0,"5,182",9.7
TN,Madison,12/31/2019,362,330,32,0,0,0,0,"16,421",17.6
TN,Maury,12/31/2019,362,352,10,0,0,0,0,"8,059",8.5
TN,McMinn,12/31/2019,357,316,41,0,0,0,0,"7,620",14.5
TN,Montgomery,12/31/2019,362,339,23,0,0,0,0,"24,633",12.0
TN,Putnam,12/31/2019,360,351,9,0,0,0,0,"12,434",16.1
TN,Roane,12/31/2019,356,338,18,0,0,0,0,"7,687",14.6
TN,Sevier,12/31/2019,364,287,77,0,0,0,0,"12,541",12.9
TN,Shelby,12/31/2019,365,239,122,4,0,0,0,"157,667",17.2
TN,Sullivan,12/31/2019,365,237,107,21,0,0,0,"23,452",15.1
TN,Sumner,12/31/2019,357,284,73,0,0,0,0,"16,330",8.6
TN,Williamson,12/31/2019,245,215,30,0,0,0,0,"10,228",4.3
TN,Wilson,12/31/2019,231,205,26,0,0,0,0,"10,536",7.4
TX,Bell,12/31/2019,365,284,79,2,0,0,0,"48,565",13.8
TX,Bexar,12/31/2019,365,196,163,5,1,0,0,"298,018",15.2
TX,Bowie,12/31/2019,349,254,94,1,0,0,0,"14,627",16.8
TX,Brazoria,12/31/2019,365,325,33,6,1,0,0,"31,116",8.6
TX,Brewster,12/31/2019,362,310,52,0,0,0,0,"1,198",13.1
TX,Cameron,12/31/2019,365,236,129,0,0,0,0,"106,976",25.5
TX,Collin,12/31/2019,365,309,48,7,1,0,0,"62,612",6.1
TX,Culberson,12/31/2019,176,158,16,2,0,0,0,424,19.7
TX,Dallas,12/31/2019,365,227,132,6,0,0,0,"363,567",14.0
TX,Denton,12/31/2019,365,280,73,12,0,0,0,"56,476",6.5
TX,Ector,12/31/2019,354,319,35,0,0,0,0,"19,781",12.1
TX,El Paso,12/31/2019,365,147,205,11,2,0,0,"154,504",18.8
TX,Ellis,12/31/2019,365,300,65,0,0,0,0,"15,932",8.7
TX,Freestone,12/31/2019,357,357,0,0,0,0,0,"2,801",15.5
TX,Galveston,12/31/2019,365,293,64,8,0,0,0,"38,181",11.3
TX,Gregg,12/31/2019,362,322,39,1,0,0,0,"19,832",16.5
TX,Harris,12/31/2019,365,179,159,22,4,1,0,"701,075",15.0
TX,Harrison,12/31/2019,364,296,67,1,0,0,0,"11,600",17.8
TX,Hidalgo,12/31/2019,365,243,120,2,0,0,0,"231,032",26.9
TX,Hood,12/31/2019,357,325,31,1,0,0,0,"5,581",9.2
TX,Howard,12/31/2019,334,294,36,4,0,0,0,"5,281",17.0
TX,Hunt,12/31/2019,364,345,19,0,0,0,0,"14,114",14.8
TX,Hutchinson,12/31/2019,359,221,57,79,2,0,0,"2,351",11.4
TX,Jefferson,12/31/2019,365,249,109,6,1,0,0,"39,998",16.9
TX,Johnson,12/31/2019,352,298,47,7,0,0,0,"19,035",11.0
TX,Kaufman,12/31/2019,365,320,45,0,0,0,0,"13,108",9.8
TX,Kleberg,12/31/2019,284,234,50,0,0,0,0,"6,804",23.3
TX,Lubbock,12/31/2019,330,316,13,1,0,0,0,"53,478",17.9
TX,Maverick,12/31/2019,339,287,51,1,0,0,0,"15,491",26.9
TX,McLennan,12/31/2019,365,329,36,0,0,0,0,"44,574",18.0
TX,Milam,12/31/2019,338,338,0,0,0,0,0,"3,965",16.3
TX,Montgomery,12/31/2019,365,306,54,5,0,0,0,"53,807",8.9
TX,Navarro,12/31/2019,365,275,80,7,3,0,0,"6,586",13.4
TX,Nueces,12/31/2019,365,262,102,1,0,0,0,"58,465",16.5
TX,Orange,12/31/2019,365,288,75,2,0,0,0,"10,307",12.5
TX,Parker,12/31/2019,363,317,46,0,0,0,0,"11,524",8.2
TX,Polk,12/31/2019,344,334,10,0,0,0,0,"7,839",16.7
TX,Potter,12/31/2019,365,322,35,8,0,0,0,"22,514",20.3
TX,Randall,12/31/2019,354,280,72,2,0,0,0,"12,178",9.0
TX,Robertson,12/31/2019,352,352,0,0,0,0,0,"3,499",20.7
TX,Rockwall,12/31/2019,323,305,16,2,0,0,0,"4,991",4.8
TX,Rusk,12/31/2019,358,316,34,8,0,0,0,"7,426",15.4
TX,Smith,12/31/2019,364,326,37,1,0,0,0,"29,285",12.9
TX,Tarrant,12/31/2019,365,234,117,14,0,0,0,"211,454",10.2
TX,Titus,12/31/2019,348,346,2,0,0,0,0,"5,246",16.3
TX,Travis,12/31/2019,365,249,114,2,0,0,0,"134,983",10.8
TX,Victoria,12/31/2019,341,319,22,0,0,0,0,"12,924",14.3
TX,Webb,12/31/2019,365,258,106,1,0,0,0,"57,053",20.9
UT,Box Elder,12/31/2019,364,313,49,2,0,0,0,"4,147",7.5
UT,Cache,12/31/2019,365,272,79,14,0,0,0,"16,243",13.1
UT,Carbon,12/31/2019,365,265,99,1,0,0,0,"3,255",16.4
UT,Davis,12/31/2019,365,265,94,6,0,0,0,"19,344",5.5
UT,Duchesne,12/31/2019,365,234,120,7,4,0,0,"2,787",14.2
UT,Garfield,12/31/2019,300,258,42,0,0,0,0,460,9.4
UT,Iron,12/31/2019,365,329,36,0,0,0,0,"7,013",13.1
UT,Salt Lake,12/31/2019,365,172,177,16,0,0,0,"103,036",9.0
UT,San Juan,12/31/2019,362,299,63,0,0,0,0,"3,295",21.9
UT,Tooele,12/31/2019,365,302,61,2,0,0,0,"3,829",5.3
UT,Uintah,12/31/2019,365,223,125,12,4,1,0,"3,920",11.1
UT,Utah,12/31/2019,365,253,111,1,0,0,0,"279,435",8.8
UT,Utah,12/31/2019,365,253,111,1,0,0,0,"60,411",9.7
UT,Washington,12/31/2019,365,291,74,0,0,0,0,"16,590",9.5
UT,Wayne,12/31/2019,109,109,0,0,0,0,0,319,11.8
UT,Weber,12/31/2019,308,243,63,2,0,0,0,"17,647",6.9
VT,Bennington,12/31/2019,365,345,20,0,0,0,0,"3,399",10.0
VT,Chittenden,12/31/2019,365,335,30,0,0,0,0,"16,084",10.5
VT,Rutland,12/31/2019,365,322,43,0,0,0,0,"6,033",10.8
VT,Windham,12/31/2019,104,104,0,0,0,0,0,"4,776",11.6
VI,St Croix,12/31/2019,57,51,6,0,0,0,0,,
VI,St John,12/31/2019,101,93,8,0,0,0,0,,
VI,St Thomas,12/31/2019,268,225,43,0,0,0,0,,
VA,Albemarle,12/31/2019,282,264,18,0,0,0,0,"6,882",6.7
VA,Alexandria City,12/31/2019,109,109,0,0,0,0,0,,
VA,Arlington,12/31/2019,365,305,59,1,0,0,0,"17,774",7.6
VA,Botetourt,12/31/2019,355,353,2,0,0,0,0,"1,895",5.7
VA,Bristol City,12/31/2019,117,113,4,0,0,0,0,,
VA,Caroline,12/31/2019,239,229,10,0,0,0,0,"2,883",9.6
VA,Carroll,12/31/2019,61,61,0,0,0,0,0,"4,110",13.9
VA,Charles,12/31/2019,356,337,19,0,0,0,0,870,12.5
VA,Chesterfield,12/31/2019,280,255,25,0,0,0,0,"22,943",6.6
VA,Covington City,12/31/2019,364,357,5,2,0,0,0,,
VA,Fairfax,12/31/2019,365,260,103,2,0,0,0,"68,543",6.0
VA,Fairfax,12/31/2019,365,260,103,2,0,0,0,"1,667",7.1
VA,Fauquier,12/31/2019,233,229,4,0,0,0,0,"4,310",6.1
VA,Frederick,12/31/2019,365,333,32,0,0,0,0,"5,731",6.5
VA,Giles,12/31/2019,365,306,55,4,0,0,0,"1,890",11.4
VA,Hampton City,12/31/2019,364,326,38,0,0,0,0,,
VA,Hanover,12/31/2019,243,216,27,0,0,0,0,"5,393",5.1
VA,Henrico,12/31/2019,363,329,34,0,0,0,0,"28,486",8.7
VA,Hopewell City,12/31/2019,57,57,0,0,0,0,0,,
VA,Loudoun,12/31/2019,337,298,38,1,0,0,0,"12,909",3.1
VA,Lynchburg City,12/31/2019,108,107,1,0,0,0,0,,
VA,Madison,12/31/2019,362,336,26,0,0,0,0,"1,224",9.3
VA,Norfolk City,12/31/2019,364,357,7,0,0,0,0,,
VA,Prince Edward,12/31/2019,358,351,7,0,0,0,0,"3,852",20.6
VA,Prince William,12/31/2019,364,347,17,0,0,0,0,"28,463",6.1
VA,Richmond City,12/31/2019,362,311,51,0,0,0,0,,
VA,Roanoke,12/31/2019,365,329,36,0,0,0,0,"5,918",6.5
VA,Roanoke,12/31/2019,365,329,36,0,0,0,0,"19,049",19.5
VA,Rockbridge,12/31/2019,274,263,11,0,0,0,0,"2,525",11.5
VA,Rockingham,12/31/2019,365,349,16,0,0,0,0,"6,482",8.1
VA,Salem City,12/31/2019,118,113,5,0,0,0,0,,
VA,Stafford,12/31/2019,260,244,16,0,0,0,0,"8,097",5.4
VA,Suffolk City,12/31/2019,245,223,22,0,0,0,0,,
VA,Virginia Beach City,12/31/2019,115,106,9,0,0,0,0,,
VA,Winchester City,12/31/2019,57,57,0,0,0,0,0,,
VA,Wythe,12/31/2019,242,232,10,0,0,0,0,"3,645",12.8
WA,Adams,12/31/2019,360,354,6,0,0,0,0,"3,309",16.8
WA,Asotin,12/31/2019,357,292,64,1,0,0,0,"3,092",13.8
WA,Benton,12/31/2019,364,303,61,0,0,0,0,"21,437",10.6
WA,Chelan,12/31/2019,365,298,66,1,0,0,0,"9,332",12.2
WA,Clallam,12/31/2019,365,341,24,0,0,0,0,"8,476",11.2
WA,Clark,12/31/2019,364,305,58,1,0,0,0,"44,548",9.2
WA,Columbia,12/31/2019,365,340,25,0,0,0,0,484,12.3
WA,Cowlitz,12/31/2019,360,338,22,0,0,0,0,"13,729",12.6
WA,Franklin,12/31/2019,333,314,19,0,0,0,0,"12,409",13.5
WA,Garfield,12/31/2019,358,350,8,0,0,0,0,283,12.9
WA,Grant,12/31/2019,365,339,26,0,0,0,0,"13,377",13.9
WA,Grays Harbor,12/31/2019,352,348,4,0,0,0,0,"9,422",13.1
WA,Jefferson,12/31/2019,365,364,1,0,0,0,0,"3,993",12.6
WA,King,12/31/2019,365,280,85,0,0,0,0,"171,116",7.7
WA,Kitsap,12/31/2019,340,338,2,0,0,0,0,"19,787",7.5
WA,Kittitas,12/31/2019,365,305,60,0,0,0,0,"6,326",14.0
WA,Klickitat,12/31/2019,365,339,26,0,0,0,0,"3,013",13.5
WA,Lewis,12/31/2019,365,343,22,0,0,0,0,"9,726",12.2
WA,Mason,12/31/2019,361,339,22,0,0,0,0,"8,143",12.8
WA,Okanogan,12/31/2019,365,260,105,0,0,0,0,"6,828",16.4
WA,Pierce,12/31/2019,365,285,78,2,0,0,0,"83,128",9.4
WA,San Juan,12/31/2019,112,112,0,0,0,0,0,"1,414",8.1
WA,Skagit,12/31/2019,365,361,4,0,0,0,0,"14,314",11.2
WA,Snohomish,12/31/2019,364,272,91,1,0,0,0,"56,935",7.0
WA,Spokane,12/31/2019,365,301,63,1,0,0,0,"65,750",12.9
WA,Stevens,12/31/2019,365,274,90,1,0,0,0,"6,738",14.9
WA,Thurston,12/31/2019,365,323,42,0,0,0,0,"26,105",9.1
WA,Walla Walla,12/31/2019,365,328,37,0,0,0,0,"7,099",12.7
WA,Whatcom,12/31/2019,365,277,78,10,0,0,0,"28,310",12.7
WA,Whitman,12/31/2019,365,354,11,0,0,0,0,"11,367",26.3
WA,Yakima,12/31/2019,365,227,128,10,0,0,0,"41,218",16.7
WV,Berkeley,12/31/2019,278,252,24,2,0,0,0,"12,942",11.0
WV,Brooke,12/31/2019,365,317,45,3,0,0,0,"2,551",12.0
WV,Cabell,12/31/2019,275,255,20,0,0,0,0,"16,337",18.5
WV,Gilmer,12/31/2019,336,333,3,0,0,0,0,"1,536",25.5
WV,Greenbrier,12/31/2019,242,222,20,0,0,0,0,"5,814",17.2
WV,Hancock,12/31/2019,365,330,35,0,0,0,0,"3,559",12.5
WV,Harrison,12/31/2019,111,101,10,0,0,0,0,"7,353",11.1
WV,Kanawha,12/31/2019,365,314,51,0,0,0,0,"28,499",16.3
WV,Marion,12/31/2019,99,87,12,0,0,0,0,"7,939",14.6
WV,Marshall,12/31/2019,354,326,28,0,0,0,0,"4,081",13.7
WV,Mason,12/31/2019,360,352,6,2,0,0,0,"3,994",15.5
WV,Mineral,12/31/2019,344,321,10,12,1,0,0,"3,266",12.5
WV,Monongalia,12/31/2019,364,337,27,0,0,0,0,"18,887",19.1
WV,Ohio,12/31/2019,283,249,34,0,0,0,0,"5,504",14.1
WV,Tucker,12/31/2019,362,349,13,0,0,0,0,"1,014",15.3
WV,Wood,12/31/2019,364,333,31,0,0,0,0,"11,627",14.1
WI,Ashland,12/31/2019,364,343,21,0,0,0,0,"2,655",17.8
WI,Brown,12/31/2019,365,314,51,0,0,0,0,"25,456",9.9
WI,Columbia,12/31/2019,192,184,8,0,0,0,0,"3,776",6.7
WI,Dane,12/31/2019,365,287,78,0,0,0,0,"50,163",9.4
WI,Dodge,12/31/2019,365,297,67,1,0,0,0,"6,512",8.0
WI,Door,12/31/2019,201,191,9,1,0,0,0,"2,549",9.3
WI,Eau Claire,12/31/2019,363,305,58,0,0,0,0,"10,586",10.6
WI,Fond du Lac,12/31/2019,202,195,7,0,0,0,0,"7,326",7.3
WI,Forest,12/31/2019,363,338,25,0,0,0,0,"1,443",16.3
WI,Grant,12/31/2019,365,304,60,1,0,0,0,"6,278",13.4
WI,Jefferson,12/31/2019,203,191,12,0,0,0,0,"5,824",7.1
WI,Kenosha,12/31/2019,365,289,74,2,0,0,0,"16,248",9.8
WI,Kewaunee,12/31/2019,210,199,11,0,0,0,0,"1,496",7.4
WI,La Crosse,12/31/2019,365,310,55,0,0,0,0,"13,280",11.8
WI,Manitowoc,12/31/2019,202,187,15,0,0,0,0,"6,899",8.8
WI,Marathon,12/31/2019,205,196,9,0,0,0,0,"11,026",8.2
WI,Milwaukee,12/31/2019,365,269,93,3,0,0,0,"156,647",16.9
WI,Oneida,12/31/2019,365,363,2,0,0,0,0,"3,117",8.9
WI,Outagamie,12/31/2019,365,304,59,2,0,0,0,"13,110",7.1
WI,Ozaukee,12/31/2019,363,308,52,3,0,0,0,"3,926",4.5
WI,Racine,12/31/2019,203,174,28,1,0,0,0,"23,688",12.4
WI,Rock,12/31/2019,203,185,18,0,0,0,0,"19,755",12.3
WI,Sauk,12/31/2019,365,311,53,1,0,0,0,"6,471",10.2
WI,Sheboygan,12/31/2019,206,180,24,2,0,0,0,"9,051",8.1
WI,Taylor,12/31/2019,365,320,45,0,0,0,0,"1,942",9.7
WI,Vilas,12/31/2019,362,345,17,0,0,0,0,"2,460",11.2
WI,Walworth,12/31/2019,205,189,15,1,0,0,0,"9,532",9.5
WI,Waukesha,12/31/2019,365,281,83,1,0,0,0,"18,915",4.7
WY,Albany,12/31/2019,365,247,118,0,0,0,0,"5,861",16.0
WY,Big Horn,12/31/2019,356,344,12,0,0,0,0,"1,400",12.1
WY,Campbell,12/31/2019,365,309,55,1,0,0,0,"3,506",7.7
WY,Carbon,12/31/2019,365,325,38,2,0,0,0,"1,638",11.7
WY,Converse,12/31/2019,365,317,47,1,0,0,0,"1,256",9.2
WY,Fremont,12/31/2019,365,294,69,2,0,0,0,"4,937",12.9
WY,Johnson,12/31/2019,364,345,19,0,0,0,0,751,9.0
WY,Laramie,12/31/2019,365,305,60,0,0,0,0,"9,194",9.5
WY,Lincoln,12/31/2019,365,364,1,0,0,0,0,"1,381",7.0
WY,Natrona,12/31/2019,364,327,37,0,0,0,0,"7,735",9.9
WY,Park,12/31/2019,307,295,12,0,0,0,0,"2,936",10.3
WY,Platte,12/31/2019,60,56,3,1,0,0,0,949,11.5
WY,Sheridan,12/31/2019,365,325,40,0,0,0,0,"2,500",8.5
WY,Sublette,12/31/2019,365,266,88,8,3,0,0,701,7.2
WY,Sweetwater,12/31/2019,365,262,100,3,0,0,0,"3,453",8.3
WY,Teton,12/31/2019,365,326,39,0,0,0,0,"1,396",6.0
WY,Uinta,12/31/2019,365,315,49,1,0,0,0,"1,699",8.5
WY,Weston,12/31/2019,365,340,25,0,0,0,0,692,10.5
AL,Baldwin,12/31/2018,270,245,25,0,0,0,0,21069,9.8
AL,Clay,12/31/2018,110,103,7,0,0,0,0,2285,17.6
AL,Colbert,12/31/2018,277,251,26,0,0,0,0,7459,13.8
AL,DeKalb,12/31/2018,350,316,34,0,0,0,0,14975,21.3
AL,Elmore,12/31/2018,222,203,19,0,0,0,0,8559,11.2
AL,Etowah,12/31/2018,324,231,92,0,1,0,0,17509,17.5
AL,Houston,12/31/2018,277,249,28,0,0,0,0,17032,16.5
AL,Jefferson,12/31/2018,365,176,184,4,1,0,0,103604,16.1
AL,Lawrence,12/31/2018,118,112,6,0,0,0,0,6297,19.3
AL,Madison,12/31/2018,365,275,89,1,0,0,0,42667,11.9
AL,Mobile,12/31/2018,365,290,74,1,0,0,0,84539,20.8
AL,Montgomery,12/31/2018,324,149,175,0,0,0,0,43567,20.1
AL,Morgan,12/31/2018,364,304,60,0,0,0,0,15419,13.2
AL,Russell,12/31/2018,364,277,87,0,0,0,0,12384,21.7
AL,Shelby,12/31/2018,363,328,31,4,0,0,0,16916,8
AL,Sumter,12/31/2018,365,344,21,0,0,0,0,4076,34.7
AL,Tuscaloosa,12/31/2018,320,265,54,1,0,0,0,33330,16.8
AK,Aleutians East ,12/31/2018,120,120,0,0,0,0,0,,
AK,Anchorage ,12/31/2018,365,308,57,0,0,0,0,,
AK,Bethel ,12/31/2018,202,196,6,0,0,0,0,,
AK,Denali ,12/31/2018,364,361,3,0,0,0,0,,
AK,Fairbanks North Star ,12/31/2018,365,248,78,29,10,0,0,,
AK,Juneau ,12/31/2018,352,306,46,0,0,0,0,,
AK,Kenai Peninsula ,12/31/2018,120,120,0,0,0,0,0,,
AK,Matanuska-Susitna ,12/31/2018,365,325,36,3,1,0,0,,
AZ,Apache,12/31/2018,358,354,4,0,0,0,0,26435,37.3
AZ,Cochise,12/31/2018,365,276,89,0,0,0,0,18273,15.1
AZ,Coconino,12/31/2018,365,240,122,3,0,0,0,20964,15.9
AZ,Gila,12/31/2018,365,107,170,80,8,0,0,10804,20.4
AZ,La Paz,12/31/2018,364,263,98,3,0,0,0,4921,23.7
AZ,Maricopa,12/31/2018,365,54,247,57,4,3,0,535183,12.3
AZ,Mohave,12/31/2018,363,350,12,1,0,0,0,34411,16.8
AZ,Navajo,12/31/2018,363,261,100,2,0,0,0,30876,28.5
AZ,Pima,12/31/2018,365,196,158,11,0,0,0,164927,16.2
AZ,Pinal,12/31/2018,365,85,229,34,6,3,8,54399,12.9
AZ,Santa Cruz,12/31/2018,365,294,69,1,1,0,0,11287,24.4
AZ,Yavapai,12/31/2018,365,292,72,1,0,0,0,30060,13.2
AZ,Yuma,12/31/2018,365,239,110,15,1,0,0,39648,19.5
AR,Arkansas,12/31/2018,118,98,20,0,0,0,0,3120,17.9
AR,Ashley,12/31/2018,121,106,14,1,0,0,0,3876,19.6
AR,Clark,12/31/2018,361,342,19,0,0,0,0,3838,19.9
